City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Mancio Lima,BR,2022-04-25 19:52:16,-7.6142,-72.8958,89.67,62,40,3.44
298,Gamba,GA,2022-04-25 19:52:17,-2.65,10.0,77.77,89,100,5.26
299,Guerrero Negro,MX,2022-04-25 19:52:17,27.9769,-114.0611,82.54,22,0,10.94
300,Jaguarari,BR,2022-04-25 19:52:17,-10.2639,-40.1958,76.82,57,100,7.83
301,Tsybuliv,UA,2022-04-25 19:52:18,49.0766,29.8461,53.56,93,100,8.48
302,Barabai,ID,2022-04-25 19:52:18,-2.5833,115.3833,73.47,99,82,1.74
303,Ginir,ET,2022-04-25 19:52:19,7.1333,40.7,58.37,93,100,7.38
304,Conde,BR,2022-04-25 19:52:19,-7.2597,-34.9075,83.66,74,40,11.5
305,Mujiayingzi,CN,2022-04-25 19:52:19,42.1167,118.7833,51.67,16,36,12.88
306,Vanimo,PG,2022-04-25 19:51:19,-2.6741,141.3028,76.93,91,97,5.08
307,Vila Franca Do Campo,PT,2022-04-25 19:52:20,37.7167,-25.4333,59.41,74,11,9.64
308,Gigmoto,PH,2022-04-25 19:52:21,13.7796,124.39,80.83,86,94,10.8
309,Carauari,BR,2022-04-25 19:52:21,-4.8828,-66.8958,83.98,75,86,3.53
310,Marathon,US,2022-04-25 19:52:21,44.9,-89.7668,42.33,83,100,13.8
311,Mabaruma,GY,2022-04-25 19:52:22,8.2,-59.7833,79.77,90,100,4.68
312,Antofagasta,CL,2022-04-25 19:49:35,-23.65,-70.4,65.48,77,100,7.94
313,Gazli,UZ,2022-04-25 19:52:22,40.1333,63.45,68.72,27,100,13.71
314,Walvis Bay,NA,2022-04-25 19:52:23,-22.9575,14.5053,61.75,72,0,4.61
315,Amapa,BR,2022-04-25 19:52:23,1.0,-52.0,78.49,96,99,3.11
316,Blythe,US,2022-04-25 19:52:23,33.6103,-114.5964,88.03,6,6,4.38
317,Cidreira,BR,2022-04-25 19:52:24,-30.1811,-50.2056,73.94,76,82,13.6
318,Orocue,CO,2022-04-25 19:53:24,4.7912,-71.3354,90.48,51,54,2.53
319,Kirakira,SB,2022-04-25 19:53:25,-10.4544,161.9205,80.6,83,100,2.46
320,Richards Bay,ZA,2022-04-25 19:53:25,-28.783,32.0377,68.25,73,100,17.34
321,Moundou,TD,2022-04-25 19:53:25,8.5667,16.0833,90.23,37,97,3.56
322,Isangel,VU,2022-04-25 19:53:26,-19.55,169.2667,75.96,73,100,15.68
323,Hongjiang,CN,2022-04-25 19:53:26,27.11,109.9956,69.75,97,12,3.53
324,Batagay,RU,2022-04-25 19:53:27,67.6333,134.6333,1.92,100,96,0.49
325,Waipawa,NZ,2022-04-25 19:53:27,-41.4122,175.5153,51.1,80,91,1.61
326,Henties Bay,NA,2022-04-25 19:53:27,-22.116,14.2845,63.07,67,0,7.56
327,Talara,PE,2022-04-25 19:53:28,-4.5772,-81.2719,79.56,53,0,17.27
328,Marawi,PH,2022-04-25 19:53:28,7.9986,124.2928,69.93,91,100,2.98
329,Alofi,NU,2022-04-25 19:53:29,-19.0595,-169.9187,75.09,23,100,3.44
330,Sao Jose Da Coroa Grande,BR,2022-04-25 19:53:29,-8.8978,-35.1478,79.59,76,100,10.38
331,Constitucion,CL,2022-04-25 19:50:56,-35.3333,-72.4167,56.21,81,100,7.7
332,Kahului,US,2022-04-25 19:53:30,20.8947,-156.47,80.62,67,20,20.71
333,Norman Wells,CA,2022-04-25 19:50:11,65.282,-126.8329,41.04,60,75,5.75
334,Samarai,PG,2022-04-25 19:43:57,-10.6167,150.6667,82.54,78,98,13.67
335,Tashigang,BT,2022-04-25 19:53:31,27.3331,91.5542,59.74,68,10,4.94
336,Dongsheng,CN,2022-04-25 19:53:31,39.8161,109.9776,41.49,18,34,19.22
337,Geraldton,AU,2022-04-25 19:53:31,-28.7667,114.6,70.21,64,75,14.97
338,Sohag,EG,2022-04-25 19:53:32,26.557,31.6948,84.49,20,17,7.81
339,Plettenberg Bay,ZA,2022-04-25 19:53:32,-34.0527,23.3716,55.94,79,0,5.37
340,Onega,RU,2022-04-25 19:53:33,63.9061,38.1404,35.85,98,100,5.77
341,Gerede,TR,2022-04-25 19:53:33,40.8008,32.1969,50.23,89,62,2.24
342,Ankazobe,MG,2022-04-25 19:53:33,-18.3167,47.1167,59.38,95,28,4.45
343,Ambovombe,MG,2022-04-25 19:53:34,-25.1667,46.0833,74.01,75,97,4.23
344,Kyshtovka,RU,2022-04-25 19:53:34,56.555,76.6271,41.41,57,100,7.85
345,Maniitsoq,GL,2022-04-25 19:53:32,65.4167,-52.9,29.59,80,100,7.94
346,Berbera,SO,2022-04-25 19:53:35,10.4396,45.0143,85.5,65,72,9.48
347,Kathu,TH,2022-04-25 19:53:35,7.9178,98.3332,88.75,70,18,3.74
348,Hobyo,SO,2022-04-25 19:53:35,5.3505,48.5268,83.37,72,46,11.45
349,Anupgarh,IN,2022-04-25 19:52:56,29.1911,73.2086,86.7,20,0,6.31
350,Bitung,ID,2022-04-25 19:53:36,1.4451,125.1824,76.05,82,91,2.71
351,Cavalcante,BR,2022-04-25 19:53:36,-13.7975,-47.4583,81.28,46,11,6.08
352,Tahe,CN,2022-04-25 19:53:37,52.3333,124.7333,31.06,51,100,5.79
353,Manhattan,US,2022-04-25 19:53:37,40.7834,-73.9662,60.01,49,100,9.22
354,Galle,LK,2022-04-25 19:53:37,6.0367,80.217,79.68,82,54,2.44
355,Fukue,JP,2022-04-25 19:52:41,32.6881,128.8419,70.5,94,100,25.64
356,Luderitz,NA,2022-04-25 19:53:38,-26.6481,15.1594,59.4,56,0,15.75
357,Dourbali,TD,2022-04-25 19:53:38,11.8091,15.8632,96.8,23,92,4.27
358,Sheridan,US,2022-04-25 19:53:39,44.8333,-106.9173,55.69,31,0,8.01
359,Muros,ES,2022-04-25 19:52:51,42.7762,-9.0603,59.68,80,90,6.08
360,Chilakalurupet,IN,2022-04-25 19:53:39,16.0833,80.1667,82.81,77,6,7.07
361,Byron Bay,AU,2022-04-25 19:53:40,-28.65,153.6167,59.94,73,100,6.46
362,Moth,IN,2022-04-25 19:53:40,25.7167,78.95,91.02,11,0,3.74
363,Srandakan,ID,2022-04-25 19:53:40,-7.9386,110.2506,77.34,88,77,2.77
364,Dergachi,RU,2022-04-25 19:53:41,51.2328,48.7659,53.31,74,9,8.57
365,Cloquet,US,2022-04-25 19:49:59,46.7216,-92.4594,35.4,76,100,9.22
366,West Fargo,US,2022-04-25 19:52:14,46.875,-96.9004,27.01,76,100,21.85
367,Provideniya,RU,2022-04-25 19:54:42,64.3833,-173.3,24.64,82,87,13.58
368,Kaitangata,NZ,2022-04-25 19:54:42,-46.2817,169.8464,48.87,70,41,13.62
369,Miles City,US,2022-04-25 19:54:42,46.4083,-105.8406,57.36,35,1,6.8
370,Sawakin,SD,2022-04-25 19:54:43,19.1059,37.3321,82.31,79,0,2.57
371,Ponta Do Sol,PT,2022-04-25 19:54:43,32.6667,-17.1,65.01,82,27,11.18
372,Taltal,CL,2022-04-25 19:54:44,-25.4,-70.4833,65.91,79,45,5.44
373,Klaksvik,FO,2022-04-25 19:54:44,62.2266,-6.589,40.12,79,100,14.38
374,Kysyl-Syr,RU,2022-04-25 19:54:44,63.8986,122.7617,11.89,97,100,2.73
375,Kargasok,RU,2022-04-25 19:54:45,59.0556,80.8572,35.37,88,100,8.81
376,Kieta,PG,2022-04-25 19:54:45,-6.2167,155.6333,79.03,82,78,0.76
377,Mortka,RU,2022-04-25 19:54:45,59.3322,66.0214,38.79,99,100,5.55
378,Birobidzhan,RU,2022-04-25 19:54:46,48.8,132.95,33.1,98,100,18.39
379,Gemena,CD,2022-04-25 19:54:46,3.25,19.7667,74.68,85,100,2.66
380,Wahpeton,US,2022-04-25 19:54:47,46.2652,-96.6059,29.12,80,100,23.02
381,Arrifes,PT,2022-04-25 19:54:47,37.7667,-25.7,57.45,77,20,14.97
382,Port Lincoln,AU,2022-04-25 19:54:47,-34.7333,135.8667,63.79,82,100,5.73
383,Basco,PH,2022-04-25 19:54:48,20.4487,121.9702,81.57,85,3,17.85
384,Jan Kempdorp,ZA,2022-04-25 19:54:48,-27.9225,24.8305,53.08,36,0,5.73
385,Pachino,IT,2022-04-25 19:54:48,36.7186,15.0907,60.04,67,30,5.79
386,Bairiki,KI,2022-04-25 19:54:49,1.3292,172.9752,78.8,94,20,0.0
387,Ziarat,PK,2022-04-25 19:54:49,30.3823,67.7282,58.12,20,95,8.16
388,Zhigansk,RU,2022-04-25 19:54:49,66.7697,123.3711,1.96,98,94,2.95
389,Fengzhen,CN,2022-04-25 19:54:50,40.4394,113.1536,42.49,19,6,14.61
390,Sabha,LY,2022-04-25 19:54:50,27.0377,14.4283,82.42,10,100,14.2
391,Kenai,US,2022-04-25 19:54:02,60.5544,-151.2583,48.02,87,100,3.44
392,Pauini,BR,2022-04-25 19:54:51,-7.7136,-66.9764,83.95,82,99,1.77
393,Agadir,MA,2022-04-25 19:54:51,30.4202,-9.5982,63.05,73,38,7.25
394,Miandrivazo,MG,2022-04-25 19:54:52,-19.5167,45.4667,78.8,67,100,0.72
395,Ati,TD,2022-04-25 19:54:52,13.2154,18.3353,92.71,29,99,11.72
396,Batagay-Alyta,RU,2022-04-25 19:54:52,67.8006,130.4114,2.73,97,100,3.94
397,Houma,US,2022-04-25 19:54:53,29.5958,-90.7195,86.0,67,0,16.11
398,Monrovia,LR,2022-04-25 19:50:29,6.3005,-10.7969,83.97,84,99,10.6
399,Sorong,ID,2022-04-25 19:54:53,-0.8833,131.25,77.88,89,100,10.42
400,Huilong,CN,2022-04-25 19:54:54,31.8111,121.655,68.94,99,100,9.35
401,Kudahuvadhoo,MV,2022-04-25 19:54:54,2.6708,72.8944,84.27,67,7,3.4
402,Chokurdakh,RU,2022-04-25 19:54:54,70.6333,147.9167,6.75,93,98,4.88
403,Tasiilaq,GL,2022-04-25 19:52:24,65.6145,-37.6368,31.57,96,100,8.46
404,Saravan,AM,2022-04-25 19:54:55,39.7196,45.6483,48.54,73,48,6.04
405,Aripuana,BR,2022-04-25 19:51:12,-9.1667,-60.6333,85.35,63,68,2.44
406,Porto Santo,PT,2022-04-25 19:54:55,33.072,-16.3415,62.98,77,40,9.22
407,Pipar,IN,2022-04-25 19:54:56,26.3856,73.5378,87.06,19,10,6.87
408,Khovu-Aksy,RU,2022-04-25 19:54:56,51.1333,93.6,26.89,52,100,4.59
409,Beira,MZ,2022-04-25 19:52:29,-19.8436,34.8389,76.95,82,20,6.04
410,Werda,BW,2022-04-25 19:54:57,-25.2667,23.2833,61.38,21,9,7.65
411,Jiuquan,CN,2022-04-25 19:54:57,39.7432,98.5174,51.64,18,99,8.3
412,Callaway,US,2022-04-25 19:53:00,30.153,-85.5699,80.96,74,0,13.8
413,Dustlik,UZ,2022-04-25 19:54:58,40.5247,68.0358,63.14,43,100,4.54
414,Pitimbu,BR,2022-04-25 19:55:58,-7.4706,-34.8086,84.79,83,78,12.59
415,Shieli,KZ,2022-04-25 19:55:59,44.1667,66.75,60.1,46,100,8.14
416,Marica,BR,2022-04-25 19:55:59,-22.9194,-42.8186,80.55,76,19,13.98
417,Loding,NO,2022-04-25 19:56:00,67.3,14.75,35.51,63,40,17.27
418,Damghan,IR,2022-04-25 19:56:00,36.1683,54.348,72.19,39,100,7.85
419,Port Blair,IN,2022-04-25 19:56:00,11.6667,92.75,80.64,83,20,2.3
420,Lerwick,GB,2022-04-25 19:56:01,60.1545,-1.1494,44.6,79,76,16.08
421,Severo-Kurilsk,RU,2022-04-25 19:53:58,50.6789,156.125,32.14,85,100,19.84
422,Luau,AO,2022-04-25 19:56:02,-10.7073,22.2247,65.41,93,99,3.71
423,Mokhsogollokh,RU,2022-04-25 19:56:02,61.4681,128.9203,14.79,96,98,2.73
424,Flinders,AU,2022-04-25 19:56:02,-34.5833,150.8552,60.19,93,100,5.01
425,Ballina,AU,2022-04-25 19:56:03,-28.8667,153.5667,60.01,96,75,3.44
426,Shar,KZ,2022-04-25 19:56:03,49.5886,81.0453,39.13,60,95,4.16
427,Atbasar,KZ,2022-04-25 19:56:04,51.8,68.3333,47.71,35,68,7.92
428,Mogok,MM,2022-04-25 19:56:04,22.9167,96.5,69.24,45,27,0.56
429,Gunjur,GM,2022-04-25 19:56:04,13.2019,-16.7339,86.07,45,0,10.36
430,Ko Samui,TH,2022-04-25 19:56:05,9.5357,99.9357,85.01,72,67,10.76
431,Kosovska Mitrovica,XK,2022-04-25 19:56:05,42.8833,20.8667,59.34,77,26,1.45
432,Homer,US,2022-04-25 19:54:25,59.6425,-151.5483,42.04,88,100,3.44
433,Kamenka,RU,2022-04-25 19:51:33,51.3223,42.7678,57.31,73,99,8.46
434,Campbell River,CA,2022-04-25 19:56:06,50.0163,-125.2446,52.59,87,75,10.36
435,Yakima,US,2022-04-25 19:56:06,46.4665,-120.6678,62.55,56,100,5.01
436,Acajutla,SV,2022-04-25 19:56:07,13.5928,-89.8275,85.51,64,26,7.65
437,Tura,IN,2022-04-25 19:56:07,25.5198,90.2201,72.82,83,0,4.76
438,Leh,IN,2022-04-25 19:56:08,34.1667,77.5833,38.12,73,78,4.99
439,Wiang Sa,TH,2022-04-25 19:56:08,8.6359,99.3666,77.18,91,86,1.99
440,Kalghatgi,IN,2022-04-25 19:56:09,15.1833,74.9667,79.77,68,89,7.11
441,Hackettstown,US,2022-04-25 19:56:09,40.854,-74.8291,59.79,45,100,10.2
442,Port Augusta,AU,2022-04-25 19:55:28,-32.5,137.7667,63.12,79,100,5.32
443,Ola,RU,2022-04-25 19:56:10,59.5833,151.2833,25.9,66,100,9.64
444,Zyryanka,RU,2022-04-25 19:56:10,65.75,150.85,9.12,96,91,8.86
445,Tiarei,PF,2022-04-25 19:56:10,-17.5333,-149.3333,84.22,75,10,9.57
446,Nichinan,JP,2022-04-25 19:56:11,31.6,131.3667,71.56,95,84,10.22
447,Yago,MX,2022-04-25 19:56:11,21.8333,-105.0667,97.16,25,0,10.02
448,Barcelos,PT,2022-04-25 19:56:12,41.5388,-8.6151,60.85,77,71,3.29
449,Ust-Kalmanka,RU,2022-04-25 19:56:12,52.1207,83.305,38.52,66,100,5.03
450,Saint-Francois,FR,2022-04-25 19:56:13,46.4154,3.9054,51.24,87,100,3.44
451,Caetite,BR,2022-04-25 19:55:08,-14.0694,-42.475,79.7,40,13,9.53
452,Sur,OM,2022-04-25 19:56:13,22.5667,59.5289,86.25,48,0,11.21
453,Tsaratanana,MG,2022-04-25 19:56:13,-16.7833,47.65,70.5,78,43,8.9
454,Alugan,PH,2022-04-25 19:56:14,12.2188,125.4808,81.41,85,100,13.13
455,Srednekolymsk,RU,2022-04-25 19:53:59,67.45,153.6833,4.53,96,100,2.95
456,Peringat,MY,2022-04-25 19:56:14,6.0333,102.2833,78.75,94,20,0.0
457,Petrozavodsk,RU,2022-04-25 19:56:15,61.7849,34.3469,36.86,93,100,4.47
458,Tazovskiy,RU,2022-04-25 19:57:15,67.4667,78.7,2.32,97,87,7.31
459,San Cristobal,VE,2022-04-25 19:57:16,7.7669,-72.225,71.78,50,47,4.72
460,Garden City,US,2022-04-25 19:57:16,42.3256,-83.331,58.21,82,100,7.9
461,Marfino,RU,2022-04-25 19:57:17,55.7028,37.3822,55.17,74,100,4.68
462,Hofn,IS,2022-04-25 19:57:17,64.2539,-15.2082,41.02,87,100,6.91
463,Ventspils,LV,2022-04-25 19:57:17,57.3894,21.5606,37.33,93,0,2.3
464,Tamboril,DO,2022-04-25 19:57:18,19.4854,-70.611,83.7,58,40,10.36
465,George Town,MY,2022-04-25 19:56:15,5.4112,100.3354,80.53,93,20,5.01
466,Magura,RO,2022-04-25 19:57:18,45.2667,26.5833,54.32,75,0,4.12
467,Dubbo,AU,2022-04-25 19:52:25,-32.25,148.6167,59.13,82,100,11.5
468,Westport,US,2022-04-25 19:57:19,41.1415,-73.3579,62.74,41,100,8.99
469,Salinas,US,2022-04-25 19:54:58,36.6777,-121.6555,81.0,62,18,8.03
470,Miracatu,BR,2022-04-25 19:57:19,-24.2814,-47.4597,77.97,77,20,3.58
471,Mamakan,RU,2022-04-25 19:57:20,57.8161,114.0028,24.42,89,100,3.33
472,Karla,EE,2022-04-25 19:57:20,59.3723,24.9275,40.96,75,0,8.05
473,Mouila,GA,2022-04-25 19:57:21,-1.8685,11.0559,76.6,88,100,0.49
474,Lenoir City,US,2022-04-25 19:57:21,35.7973,-84.256,85.44,46,56,1.01
475,Ngunguru,NZ,2022-04-25 19:57:22,-35.6167,174.5,59.85,81,4,8.14
476,Hovd,MN,2022-04-25 19:57:22,48.0056,91.6419,34.38,26,100,3.18
477,Lavrentiya,RU,2022-04-25 19:53:55,65.5833,-171.0,22.64,83,97,7.27
478,Jaru,BR,2022-04-25 19:57:23,-10.4389,-62.4664,86.29,74,7,2.39
479,Rio Grande,BR,2022-04-25 19:57:23,-32.035,-52.0986,68.11,98,100,10.85
480,Jinhua,CN,2022-04-25 19:57:23,29.1078,119.6547,71.33,98,100,3.85
481,Quatre Cocos,MU,2022-04-25 19:57:24,-20.2078,57.7625,75.31,73,88,16.37
482,Colonia,DE,2022-04-25 19:57:24,50.9333,6.95,52.86,84,0,3.44
483,Lima,PE,2022-04-25 19:57:25,-12.0432,-77.0282,71.38,72,75,4.61
484,Campo Grande,BR,2022-04-25 19:54:58,-20.4428,-54.6464,89.15,43,40,12.66
485,Sao Joao Da Barra,BR,2022-04-25 19:53:12,-21.6403,-41.0511,80.69,75,5,9.08
486,Savannah Bight,HN,2022-04-25 19:57:25,16.45,-85.85,81.43,74,0,15.82
487,Stromness,GB,2022-04-25 19:57:26,58.965,-3.296,44.56,88,100,4.0
488,Cervo,ES,2022-04-25 19:57:26,43.6702,-7.4101,57.96,89,89,7.49
489,Varangaon,IN,2022-04-25 19:53:47,21.0167,75.9,92.32,17,5,4.76
490,Namibe,AO,2022-04-25 19:57:27,-15.1961,12.1522,71.1,78,2,5.3
491,Khalkhal,IR,2022-04-25 19:57:27,37.6189,48.5258,53.04,77,100,1.52
492,Gimli,CA,2022-04-25 19:57:28,50.6336,-96.9907,19.42,79,100,14.97
493,Cabadiangan,PH,2022-04-25 19:57:28,9.7531,122.4739,79.38,85,100,4.16
494,Arroyo,ES,2022-04-25 19:57:28,41.6096,-4.7969,63.19,54,0,3.44
495,Sitka,US,2022-04-25 19:53:23,57.0531,-135.33,47.05,77,98,5.35
496,Masuguru,TZ,2022-04-25 19:57:29,-11.3667,38.4167,72.88,95,93,3.51
497,Coihaique,CL,2022-04-25 19:52:57,-45.5752,-72.0662,43.41,87,75,5.75
498,Muroto,JP,2022-04-25 19:57:29,33.2833,134.15,66.74,90,100,2.44
499,Auki,SB,2022-04-25 19:57:30,-8.7676,160.7034,77.86,86,27,3.02
500,Pochutla,MX,2022-04-25 19:57:30,15.7432,-96.4661,91.81,40,6,9.86
501,Lapua,FI,2022-04-25 19:52:40,62.9693,23.0088,42.48,86,100,4.29
502,Wahiawa,US,2022-04-25 19:58:31,21.5028,-158.0236,75.22,72,2,12.33
503,Mandera,KE,2022-04-25 19:58:31,3.9366,41.867,90.48,41,100,4.81
504,Taybad,IR,2022-04-25 19:58:32,34.74,60.7756,70.41,33,55,9.62
505,Polillo,PH,2022-04-25 19:58:32,14.7122,121.9392,78.62,90,30,8.3
506,Shakawe,BW,2022-04-25 19:58:32,-18.3667,21.85,72.77,46,82,2.15
507,Jambi,ID,2022-04-25 19:58:33,-1.6,103.6167,74.19,98,98,0.94
508,Rodrigues Alves,BR,2022-04-25 19:58:33,-7.738,-72.6509,89.8,81,49,3.8
509,Bubaque,GW,2022-04-25 19:58:34,11.2833,-15.8333,77.77,78,9,18.14
510,Kununurra,AU,2022-04-25 19:55:24,-15.7667,128.7333,67.98,88,100,0.0
511,Gastouri,GR,2022-04-25 19:58:34,39.56,19.8975,62.2,82,0,0.0
512,Urengoy,RU,2022-04-25 19:58:35,65.9667,78.3667,-0.04,99,69,5.97
513,Yvetot,FR,2022-04-25 19:58:35,49.6174,0.7581,48.2,82,4,7.14
514,Kannur,IN,2022-04-25 19:58:35,11.8675,75.3576,82.38,86,92,4.5
515,Troy,US,2022-04-25 19:57:36,42.6056,-83.1499,57.9,82,100,5.75
516,Kuusamo,FI,2022-04-25 19:54:02,65.9667,29.1833,35.64,87,100,5.75
517,Marsh Harbour,BS,2022-04-25 19:58:36,26.5412,-77.0636,74.97,66,1,14.32
518,Laurel,US,2022-04-25 19:58:36,39.0993,-76.8483,73.62,72,100,8.05
519,Jumla,NP,2022-04-25 19:58:37,29.2747,82.1838,49.53,41,0,4.61
520,Bay Roberts,CA,2022-04-25 19:58:37,47.5999,-53.2648,41.65,88,100,13.0
521,Hirara,JP,2022-04-25 19:58:38,24.8,125.2833,78.35,91,20,21.81
522,Dingle,PH,2022-04-25 19:58:38,10.9995,122.6711,78.01,88,48,6.93
523,Ust-Tsilma,RU,2022-04-25 19:58:38,65.441,52.1498,32.31,88,100,3.27
524,Reconquista,AR,2022-04-25 19:58:20,-29.15,-59.65,78.24,79,100,6.44
525,Bugama,NG,2022-04-25 19:58:39,4.7341,6.8635,80.13,83,82,6.89
526,Altamirano,MX,2022-04-25 19:58:39,16.8833,-92.15,69.17,58,94,3.2
527,Aykhal,RU,2022-04-25 19:58:40,66.0,111.5,9.93,98,100,3.6
528,Mehamn,NO,2022-04-25 19:56:47,71.0357,27.8492,28.31,82,76,24.34
529,Masvingo,ZW,2022-04-25 19:58:40,-20.0637,30.8277,63.03,81,19,4.23
530,Bathsheba,BB,2022-04-25 19:58:41,13.2167,-59.5167,75.81,100,75,14.97
531,Egvekinot,RU,2022-04-25 19:58:41,66.3167,-179.1667,16.34,84,84,8.77
532,Dryden,CA,2022-04-25 19:58:41,49.7833,-92.7503,21.49,68,100,10.36
533,Tocopilla,CL,2022-04-25 19:55:19,-22.092,-70.1979,68.92,73,100,6.78
534,Nouakchott,MR,2022-04-25 19:58:42,18.0858,-15.9785,73.33,70,10,19.73
535,Alta Floresta,BR,2022-04-25 19:58:42,-9.8756,-56.0861,93.02,52,20,8.05
536,Santa Ana Arriba,DO,2022-04-25 19:58:43,19.3,-70.35,85.28,62,86,10.49
537,Solnechnyy,RU,2022-04-25 19:58:43,50.7214,136.6319,22.51,95,100,3.31
538,Maumere,ID,2022-04-25 19:58:43,-8.6199,122.2111,78.57,74,100,4.18
539,Broken Hill,AU,2022-04-25 19:58:44,-31.95,141.4333,58.71,88,100,13.8
540,Yaan,NG,2022-04-25 19:58:44,7.3833,8.5667,86.31,57,79,4.88
541,Lalibela,ET,2022-04-25 19:58:45,12.0333,39.0333,64.4,56,74,3.56
542,Champerico,GT,2022-04-25 19:58:45,14.3,-91.9167,93.74,62,4,11.36
543,Teguldet,RU,2022-04-25 19:58:45,57.3064,88.1667,29.21,91,73,6.64
544,Visby,SE,2022-04-25 19:58:46,57.6409,18.296,38.82,75,41,0.0
545,Goundam,ML,2022-04-25 19:58:46,16.4145,-3.6708,86.5,16,0,9.51
546,Killybegs,IE,2022-04-25 19:53:51,54.6333,-8.45,51.51,68,100,7.9
547,Lodja,CD,2022-04-25 19:58:47,-3.4833,23.4333,71.01,98,100,1.03
548,Baykit,RU,2022-04-25 19:58:47,61.67,96.37,22.84,92,100,3.76
549,Novyy Urengoy,RU,2022-04-25 19:59:37,66.0833,76.6333,3.99,98,93,7.2
550,Shizunai,JP,2022-04-25 19:59:48,42.3339,142.3669,46.63,71,100,10.33
551,Yumen,CN,2022-04-25 19:59:48,40.2833,97.2,51.49,18,100,18.79
552,Halifax,CA,2022-04-25 19:59:20,44.6453,-63.5724,61.68,56,20,5.75
553,Manzhouli,CN,2022-04-25 19:59:49,49.6,117.4333,32.68,95,100,21.47
554,Nanchong,CN,2022-04-25 19:59:49,30.7951,106.0847,68.63,69,100,5.08
555,Zavodoukovsk,RU,2022-04-25 19:59:50,56.5042,66.5515,42.66,83,26,7.87
556,Trelew,AR,2022-04-25 19:59:50,-43.249,-65.3051,64.85,23,100,14.72
557,Kilindoni,TZ,2022-04-25 19:59:50,-7.9139,39.6668,82.42,75,45,9.71
558,Mogadishu,SO,2022-04-25 19:56:05,2.0371,45.3438,82.92,71,6,12.08
